InputID,TargetID,Distance
client_10000012,service_10000004,1576.74215856
client_10000012,service_10000006,1635.38945957
client_10000012,service_10000010,1781.74398029
client_10000012,service_10000005,2197.31642496
client_10000012,service_10000007,2248.90471651
client_10000012,service_10000001,2548.11907304
client_10000012,service_10000000,2746.26385976
client_10000013,service_10000012,242.703106017
client_10000013,service_10000013,496.262685878
client_10000013,service_10000014,628.393120651
client_10000013,service_10000009,633.877272741
client_10000013,service_10000008,964.462475682
client_10000013,service_10000002,1016.4327564
client_10000013,service_10000004,1106.87650306
client_10000013,service_10000011,1111.96299757
client_10000013,service_10000006,1154.67579836
client_10000013,service_10000003,1221.04089831
client_10000013,service_10000010,1373.35672856
client_10000013,service_10000005,1741.98001579
client_10000013,service_10000007,1770.81764356
client_10000013,service_10000001,2065.10552303
client_10000013,service_10000000,2266.55905938
client_10000014,service_10000011,600.113274151
client_10000014,service_10000009,607.458225231
client_10000014,service_10000010,659.988539204
client_10000014,service_10000006,776.228322593
client_10000014,service_10000012,828.372637192
client_10000014,service_10000008,833.291248869
client_10000014,service_10000002,1037.9537219
client_10000014,service_10000004,1065.46065597
client_10000014,service_10000013,1233.19414854
client_10000014,service_10000014,1363.85281656
client_10000014,service_10000007,1544.75782374
client_10000014,service_10000003,1549.26871875
client_10000014,service_10000001,1627.72068135
client_10000014,service_10000005,1676.95577239
client_10000014,service_10000000,1983.63964918
client_10000015,service_10000013,300.039398453
client_10000015,service_10000014,358.890633859
client_10000015,service_10000012,582.246647429
client_10000015,service_10000009,938.562704487
client_10000015,service_10000004,1258.53570766
client_10000015,service_10000003,1370.94006331
client_10000015,service_10000002,1377.23641557
client_10000015,service_10000008,1387.76112483
client_10000015,service_10000006,1473.90708236
client_10000015,service_10000011,1493.03693316
client_10000015,service_10000005,1812.34484221
client_10000015,service_10000010,1822.74347823
client_10000015,service_10000007,1938.08292828
client_10000015,service_10000001,2335.44113016
client_10000015,service_10000000,2434.2621327
client_10000016,service_10000003,521.266980117
client_10000016,service_10000014,717.233721755
client_10000016,service_10000013,774.067338662
client_10000016,service_10000012,905.108106507
client_10000016,service_10000002,1005.62566657
client_10000016,service_10000008,1194.63916468
client_10000016,service_10000009,1750.08556891
client_10000016,service_10000011,2182.03130303
client_10000016,service_10000004,2209.36852387
client_10000016,service_10000006,2258.51988311
client_10000016,service_10000010,2330.59742493
client_10000016,service_10000005,2822.80193565
client_10000016,service_10000007,2883.0513464
client_10000016,service_10000001,3173.75926086
client_10000016,service_10000000,3380.53646238
client_10000017,service_10000007,165.598801804
client_10000017,service_10000000,341.01299434
client_10000017,service_10000005,416.74136932
client_10000017,service_10000001,557.9592367
client_10000017,service_10000004,841.944799907
client_10000017,service_10000006,927.231745842
client_10000017,service_10000011,1129.47368954
client_10000017,service_10000009,1315.19519122
client_10000017,service_10000010,1453.32514612
client_10000017,service_10000012,2166.26320212
client_10000017,service_10000013,2321.60298893
client_10000017,service_10000014,2429.23715823
client_10000017,service_10000008,2529.29549669
client_10000017,service_10000002,2713.5625489
client_10000017,service_10000003,3118.84091577
client_10000018,service_10000006,367.959619921
client_10000018,service_10000004,379.30994706
client_10000018,service_10000007,416.453780529
client_10000018,service_10000011,590.046631401
client_10000018,service_10000005,597.450969592
client_10000018,service_10000001,736.001558974
client_10000018,service_10000009,752.002726953
client_10000018,service_10000000,891.38944848
client_10000018,service_10000010,996.247365546
client_10000018,service_10000012,1606.43860759
client_10000018,service_10000013,1804.21534631
client_10000018,service_10000014,1920.76558685
client_10000018,service_10000008,1952.72117965
client_10000018,service_10000002,2134.50939631
client_10000018,service_10000003,2546.21101459
client_10000019,service_10000001,168.747634775
client_10000019,service_10000007,675.713600618
client_10000019,service_10000000,709.543550616
client_10000019,service_10000006,846.298090193
client_10000019,service_10000011,930.178816858
client_10000019,service_10000010,1030.25696681
client_10000019,service_10000005,1047.13438641
client_10000019,service_10000004,1114.70942308
client_10000019,service_10000009,1381.47207712
client_10000019,service_10000012,2194.55757868
client_10000019,service_10000008,2331.1207718
client_10000019,service_10000013,2464.33643163
client_10000019,service_10000002,2549.10832403
client_10000019,service_10000014,2588.72259483
client_10000019,service_10000003,3055.2596061
client_10000020,service_10000004,673.263500846
client_10000020,service_10000009,730.283126684
client_10000020,service_10000013,1059.00558879
client_10000020,service_10000005,1081.94591426
client_10000020,service_10000006,1090.91490208
client_10000020,service_10000014,1130.44711705
client_10000020,service_10000012,1132.26364654
client_10000020,service_10000011,1223.64132561
client_10000020,service_10000007,1281.55400876
client_10000020,service_10000010,1669.55326026
client_10000020,service_10000000,1754.86844963
client_10000020,service_10000001,1775.35874314
client_10000020,service_10000008,1844.69865651
client_10000020,service_10000002,1920.66456733
client_10000020,service_10000003,2077.86235562
client_10000021,service_10000008,409.403085325
client_10000021,service_10000012,438.9624564
client_10000021,service_10000002,517.653729359
client_10000021,service_10000013,870.909691344
client_10000021,service_10000009,933.139261241
client_10000021,service_10000003,956.359566239
client_10000021,service_10000014,981.627968692
client_10000021,service_10000011,1172.08219735
client_10000021,service_10000010,1233.7989302
client_10000021,service_10000006,1310.77224918
client_10000021,service_10000004,1458.22306379
client_10000021,service_10000007,2046.42736029
client_10000021,service_10000005,2106.71291209
client_10000021,service_10000001,2202.90361783
client_10000021,service_10000000,2515.40193892
client_10000022,service_10000004,135.642734244
client_10000022,service_10000005,514.32886926
client_10000022,service_10000006,555.47951651
client_10000022,service_10000007,568.586793304
client_10000022,service_10000009,660.194562654
client_10000022,service_10000011,771.546684183
client_10000022,service_10000001,1041.16799368
client_10000022,service_10000000,1063.91098795
client_10000022,service_10000010,1228.43558828
client_10000022,service_10000012,1477.86566632
client_10000022,service_10000013,1601.16450575
client_10000022,service_10000014,1706.91290103
client_10000022,service_10000008,1956.59288918
client_10000022,service_10000002,2109.85316817
client_10000022,service_10000003,2449.33461234
client_10000023,service_10000014,328.908710393
client_10000023,service_10000013,381.075676426
client_10000023,service_10000012,793.977401872
client_10000023,service_10000009,1222.54302571
client_10000023,service_10000003,1403.26657206
client_10000023,service_10000004,1507.00811557
client_10000023,service_10000002,1529.03918351
client_10000023,service_10000008,1577.35130011
client_10000023,service_10000006,1754.25584715
client_10000023,service_10000011,1780.15805085
client_10000023,service_10000005,2021.26917108
client_10000023,service_10000010,2110.23063023
client_10000023,service_10000007,2178.21089043
client_10000023,service_10000001,2600.6567408
client_10000023,service_10000000,2669.24030315
client_10000024,service_10000013,513.453648167
client_10000024,service_10000012,515.460726703
client_10000024,service_10000009,609.692149082
client_10000024,service_10000014,623.873768679
client_10000024,service_10000004,966.477274365
client_10000024,service_10000006,1146.41151884
client_10000024,service_10000011,1164.86840062
client_10000024,service_10000008,1274.05740138
client_10000024,service_10000002,1320.38001931
client_10000024,service_10000003,1461.86109737
client_10000024,service_10000010,1507.74464285
client_10000024,service_10000005,1560.86132253
client_10000024,service_10000007,1648.57350487
client_10000024,service_10000001,2018.62930103
client_10000024,service_10000000,2147.4821742
client_10000025,service_10000013,359.006235975
client_10000025,service_10000014,367.830804581
client_10000025,service_10000012,707.713083802
client_10000025,service_10000009,1057.04444424
client_10000025,service_10000004,1341.03944933
client_10000025,service_10000003,1431.58034788
client_10000025,service_10000002,1486.19264105
client_10000025,service_10000008,1509.75361201
client_10000025,service_10000006,1587.02020664
client_10000025,service_10000011,1616.94289812
client_10000025,service_10000005,1866.36967844
client_10000025,service_10000010,1956.65899799
client_10000025,service_10000007,2014.4853551
client_10000025,service_10000001,2432.65188405
client_10000025,service_10000000,2507.04961764
client_10000026,service_10000004,121.234822583
client_10000026,service_10000009,482.599376807
client_10000026,service_10000006,575.209057703
client_10000026,service_10000005,719.015263361
client_10000026,service_10000011,754.914424438
client_10000026,service_10000007,792.003634195
client_10000026,service_10000010,1221.12754554
client_10000026,service_10000001,1232.61848176
client_10000026,service_10000012,1263.86868613
client_10000026,service_10000000,1288.91688626
client_10000026,service_10000013,1375.4300687
client_10000026,service_10000014,1481.17440113
client_10000026,service_10000008,1787.14962486
client_10000026,service_10000002,1926.60114493
client_10000026,service_10000003,2239.46014236
client_10000027,service_10000008,288.688706401
client_10000027,service_10000002,398.899461204
client_10000027,service_10000012,530.093446709
client_10000027,service_10000003,885.390944493
client_10000027,service_10000013,946.337472877
client_10000027,service_10000014,1048.77458962
client_10000027,service_10000009,1052.30400745
client_10000027,service_10000011,1261.42413913
client_10000027,service_10000010,1284.90868028
client_10000027,service_10000006,1411.0642694
client_10000027,service_10000004,1576.89072142
client_10000027,service_10000007,2155.37838027
client_10000027,service_10000005,2224.3359474
client_10000027,service_10000001,2292.80381237
client_10000027,service_10000000,2619.44628168
client_10000028,service_10000004,108.518457343
client_10000028,service_10000006,396.197098644
client_10000028,service_10000009,529.78648048
client_10000028,service_10000011,605.644432675
client_10000028,service_10000007,630.728269418
client_10000028,service_10000005,658.499708243
client_10000028,service_10000001,1020.59212282
client_10000028,service_10000010,1066.63084901
client_10000028,service_10000000,1128.60286105
client_10000028,service_10000012,1373.13448891
client_10000028,service_10000013,1537.28015711
client_10000028,service_10000014,1650.26953204
client_10000028,service_10000008,1807.37892096
client_10000028,service_10000002,1968.789737
client_10000028,service_10000003,2334.09482444
client_10000029,service_10000000,144.611734577
client_10000029,service_10000007,378.94110249
client_10000029,service_10000005,563.929857187
client_10000029,service_10000001,576.984500948
client_10000029,service_10000004,1054.43024006
client_10000029,service_10000006,1125.32091127
client_10000029,service_10000011,1318.54667427
client_10000029,service_10000009,1528.41028631
client_10000029,service_10000010,1610.78490546
client_10000029,service_10000012,2380.00856237
client_10000029,service_10000013,2533.54615831
client_10000029,service_10000014,2640.17203508
client_10000029,service_10000008,2731.20295895
client_10000029,service_10000002,2919.10129854
client_10000029,service_10000003,3331.12702242
client_10000030,service_10000011,158.264563049
client_10000030,service_10000010,320.123892265
client_10000030,service_10000006,352.925586958
client_10000030,service_10000009,713.588238083
client_10000030,service_10000004,840.061372271
client_10000030,service_10000001,1010.91071874
client_10000030,service_10000007,1049.00545405
client_10000030,service_10000005,1285.57370494
client_10000030,service_10000012,1378.83539252
client_10000030,service_10000000,1421.3768845
client_10000030,service_10000008,1442.70236117
client_10000030,service_10000002,1659.91810506
client_10000030,service_10000013,1718.68745158
client_10000030,service_10000014,1850.00376821
client_10000030,service_10000003,2178.16722667
client_10000031,service_10000005,328.888987944
client_10000031,service_10000004,474.895877043
client_10000031,service_10000007,616.288076322
client_10000031,service_10000006,914.992345511
client_10000031,service_10000009,975.649091623
client_10000031,service_10000000,1029.94561691
client_10000031,service_10000011,1135.28876756
client_10000031,service_10000001,1187.43727388
client_10000031,service_10000010,1586.78550213
client_10000031,service_10000012,1726.51506712
client_10000031,service_10000013,1771.09169893
client_10000031,service_10000014,1859.96790004
client_10000031,service_10000008,2280.31069256
client_10000031,service_10000002,2417.3583509
client_10000031,service_10000003,2704.81533957
client_10000032,service_10000005,210.510302779
client_10000032,service_10000004,467.13194509
client_10000032,service_10000007,467.670270572
client_10000032,service_10000006,846.489579233
client_10000032,service_10000000,890.065934237
client_10000032,service_10000009,990.30619411
client_10000032,service_10000001,1040.70552397
client_10000032,service_10000011,1072.1672566
client_10000032,service_10000010,1509.65730169
client_10000032,service_10000012,1781.45880414
client_10000032,service_10000013,1857.89646297
client_10000032,service_10000014,1952.823297
client_10000032,service_10000008,2291.461283
client_10000032,service_10000002,2440.60425293
client_10000032,service_10000003,2758.55546464
client_10000033,service_10000011,186.466597327
client_10000033,service_10000006,398.911599461
client_10000033,service_10000010,407.995941843
client_10000033,service_10000009,556.372683146
client_10000033,service_10000004,816.077931534
client_10000033,service_10000012,1160.64527152
client_10000033,service_10000007,1164.40776229
client_10000033,service_10000001,1205.25229355
client_10000033,service_10000008,1250.20846947
client_10000033,service_10000005,1350.38898805
client_10000033,service_10000002,1459.91023675
client_10000033,service_10000013,1509.59760833
client_10000033,service_10000000,1577.79445801
client_10000033,service_10000014,1641.4170226
client_10000033,service_10000003,1963.98051807
client_10000034,service_10000008,511.70477906
client_10000034,service_10000002,745.646627912
client_10000034,service_10000010,853.594937877
client_10000034,service_10000012,879.784071497
client_10000034,service_10000011,956.969137973
client_10000034,service_10000009,977.323117125
client_10000034,service_10000006,1153.49653185
client_10000034,service_10000013,1319.41586707
client_10000034,service_10000003,1333.1675044
client_10000034,service_10000014,1439.04756037
client_10000034,service_10000004,1455.55435918
client_10000034,service_10000007,1925.09960647
client_10000034,service_10000001,1956.87505364
client_10000034,service_10000005,2068.27981259
client_10000034,service_10000000,2348.53892158
client_10000035,service_10000001,415.515619449
client_10000035,service_10000006,529.653304282
client_10000035,service_10000007,608.121086432
client_10000035,service_10000011,618.314542029
client_10000035,service_10000010,795.91836514
client_10000035,service_10000004,850.74312286
client_10000035,service_10000000,854.864479131
client_10000035,service_10000005,950.871706061
client_10000035,service_10000009,1067.39703855
client_10000035,service_10000012,1876.44016224
client_10000035,service_10000008,2036.92905672
client_10000035,service_10000013,2149.71142374
client_10000035,service_10000002,2249.59529074
client_10000035,service_10000014,2275.01558935
client_10000035,service_10000003,2743.54064609
client_10000036,service_10000004,426.062082499
client_10000036,service_10000009,539.818884646
client_10000036,service_10000006,841.337851215
client_10000036,service_10000005,917.217596242
client_10000036,service_10000011,985.008528341
client_10000036,service_10000007,1066.85778552
client_10000036,service_10000012,1130.04602599
client_10000036,service_10000013,1154.29028952
client_10000036,service_10000014,1246.47667063
client_10000036,service_10000010,1439.65972924
client_10000036,service_10000001,1535.55596346
client_10000036,service_10000000,1554.00976602
client_10000036,service_10000008,1766.07311886
client_10000036,service_10000002,1871.44860404
client_10000036,service_10000003,2103.99851194
client_10000037,service_10000013,395.380240715
client_10000037,service_10000014,494.681352075
client_10000037,service_10000012,509.693934239
client_10000037,service_10000009,751.774946359
client_10000037,service_10000004,1094.73006725
client_10000037,service_10000006,1288.46925566
client_10000037,service_10000008,1304.00443637
client_10000037,service_10000011,1305.37895166
client_10000037,service_10000002,1324.6165878
client_10000037,service_10000003,1403.75981334
client_10000037,service_10000010,1639.61690619
client_10000037,service_10000005,1672.87885004
client_10000037,service_10000007,1776.7535521
client_10000037,service_10000001,2157.5832901
client_10000037,service_10000000,2274.92398532
client_10000038,service_10000009,453.063084711
client_10000038,service_10000004,708.439214474
client_10000038,service_10000012,746.032363334
client_10000038,service_10000013,778.732026053
client_10000038,service_10000014,882.13158592
client_10000038,service_10000006,954.004914059
client_10000038,service_10000011,1015.95953274
client_10000038,service_10000005,1291.63175186
client_10000038,service_10000007,1389.915011
client_10000038,service_10000010,1412.52953764
client_10000038,service_10000008,1436.82745168
client_10000038,service_10000002,1516.70268774
client_10000038,service_10000003,1714.98233252
client_10000038,service_10000001,1787.68163495
client_10000038,service_10000000,1887.74556891
client_10000039,service_10000009,149.472911932
client_10000039,service_10000004,382.369934874
client_10000039,service_10000006,507.951751024
client_10000039,service_10000011,593.7516732
client_10000039,service_10000012,971.7053424
client_10000039,service_10000010,1030.40221752
client_10000039,service_10000007,1030.71601512
client_10000039,service_10000005,1032.03708114
client_10000039,service_10000013,1156.39492518
client_10000039,service_10000014,1275.51556472
client_10000039,service_10000001,1361.75578668
client_10000039,service_10000008,1454.04498451
client_10000039,service_10000000,1526.67783724
client_10000039,service_10000002,1596.7206118
client_10000039,service_10000003,1935.44618382
client_10000040,service_10000014,256.565583618
client_10000040,service_10000013,385.507090972
client_10000040,service_10000012,815.848533975
client_10000040,service_10000003,1188.23469976
client_10000040,service_10000002,1425.77372609
client_10000040,service_10000009,1427.98014196
client_10000040,service_10000008,1518.76893208
client_10000040,service_10000004,1768.15353843
client_10000040,service_10000011,1965.1452513
client_10000040,service_10000006,1967.35557105
client_10000040,service_10000010,2250.49802757
client_10000040,service_10000005,2308.85065572
client_10000040,service_10000007,2446.849454
client_10000040,service_10000001,2841.89291805
client_10000040,service_10000000,2942.0895146
client_10000041,service_10000010,549.700206315
client_10000041,service_10000011,611.36307536
client_10000041,service_10000009,745.455385941
client_10000041,service_10000006,816.227364627
client_10000041,service_10000008,846.860542041
client_10000041,service_10000012,972.219601723
client_10000041,service_10000002,1070.34540439
client_10000041,service_10000004,1165.52330449
client_10000041,service_10000013,1387.7044733
client_10000041,service_10000014,1517.30716297
client_10000041,service_10000007,1586.73444529
client_10000041,service_10000001,1609.4075035
client_10000041,service_10000003,1621.71551455
client_10000041,service_10000005,1751.32111265
client_10000041,service_10000000,2001.7195069
client_10000042,service_10000003,226.769087439
client_10000042,service_10000002,840.350232089
client_10000042,service_10000008,1077.46740885
client_10000042,service_10000012,1172.32196668
client_10000042,service_10000014,1189.09230838
client_10000042,service_10000013,1210.17511706
client_10000042,service_10000009,2012.95255213
client_10000042,service_10000011,2348.24762362
client_10000042,service_10000010,2395.2668283
client_10000042,service_10000006,2468.34314697
client_10000042,service_10000004,2515.50192141
client_10000042,service_10000005,3155.10617557
client_10000042,service_10000007,3162.36974774
client_10000042,service_10000001,3374.95727846
client_10000042,service_10000000,3649.46911754
client_10000043,service_10000004,323.466829517
client_10000043,service_10000009,637.24120409
client_10000043,service_10000005,722.353130445
client_10000043,service_10000006,803.436880287
client_10000043,service_10000007,895.076164386
client_10000043,service_10000011,981.687541722
client_10000043,service_10000012,1313.88215976
client_10000043,service_10000013,1350.80512536
client_10000043,service_10000000,1373.11682187
client_10000043,service_10000001,1395.12048699
client_10000043,service_10000014,1442.5137223
client_10000043,service_10000010,1447.28322213
client_10000043,service_10000008,1915.42808079
client_10000043,service_10000002,2034.16784157
client_10000043,service_10000003,2290.76643234
client_10000044,service_10000012,216.93494561
client_10000044,service_10000013,274.516969428
client_10000044,service_10000014,406.420379562
client_10000044,service_10000009,841.582597291
client_10000044,service_10000002,1021.68727792
client_10000044,service_10000008,1022.60452408
client_10000044,service_10000003,1104.72917149
client_10000044,service_10000004,1283.15136021
client_10000044,service_10000011,1336.12244406
client_10000044,service_10000006,1371.64261516
client_10000044,service_10000010,1593.80109957
client_10000044,service_10000005,1901.00519102
client_10000044,service_10000007,1958.39414295
client_10000044,service_10000001,2277.29706165
client_10000044,service_10000000,2456.68220226
client_10000045,service_10000000,271.793325553
client_10000045,service_10000007,374.411815906
client_10000045,service_10000005,457.20331184
client_10000045,service_10000001,702.843747578
client_10000045,service_10000004,1011.15280285
client_10000045,service_10000006,1145.51561306
client_10000045,service_10000011,1351.04070714
client_10000045,service_10000009,1507.28114092
client_10000045,service_10000010,1674.98372944
client_10000045,service_10000012,2351.30148292
client_10000045,service_10000013,2481.45004859
client_10000045,service_10000014,2583.9062969
client_10000045,service_10000008,2742.53413559
client_10000045,service_10000002,2922.64906035
client_10000045,service_10000003,3312.73156661
client_10000046,service_10000004,238.377544403
client_10000046,service_10000009,351.377105727
client_10000046,service_10000006,574.854961841
client_10000046,service_10000011,719.40025645
client_10000046,service_10000005,864.961899544
client_10000046,service_10000007,920.446147753
client_10000046,service_10000012,1118.09250774
client_10000046,service_10000010,1178.21885702
client_10000046,service_10000013,1241.38910806
client_10000046,service_10000001,1325.79429588
client_10000046,service_10000014,1350.63363018
client_10000046,service_10000000,1419.33803243
client_10000046,service_10000008,1650.50543096
client_10000046,service_10000002,1785.08042788
client_10000046,service_10000003,2093.38116277
client_10000047,service_10000012,205.880423072
client_10000047,service_10000013,372.933703481
client_10000047,service_10000014,505.101293776
client_10000047,service_10000009,744.447802847
client_10000047,service_10000008,996.536552784
client_10000047,service_10000002,1019.39618434
client_10000047,service_10000003,1158.52067949
client_10000047,service_10000004,1197.89452173
client_10000047,service_10000011,1234.57648867
client_10000047,service_10000006,1271.93178255
client_10000047,service_10000010,1495.5748242
client_10000047,service_10000005,1823.25993558
client_10000047,service_10000007,1869.45003603
client_10000047,service_10000001,2179.32875846
client_10000047,service_10000000,2366.95736953
client_10000048,service_10000012,214.694056494
client_10000048,service_10000013,396.95420501
client_10000048,service_10000014,529.091210385
client_10000048,service_10000009,719.124421674
client_10000048,service_10000008,995.502642687
client_10000048,service_10000002,1024.41773866
client_10000048,service_10000004,1174.73073556
client_10000048,service_10000003,1176.21804468
client_10000048,service_10000011,1209.16843126
client_10000048,service_10000006,1246.29861158
client_10000048,service_10000010,1472.21853937
client_10000048,service_10000005,1801.56516764
client_10000048,service_10000007,1845.45528013
client_10000048,service_10000001,2153.84628967
client_10000048,service_10000000,2342.78772941
client_10000049,service_10000012,343.369732462
client_10000049,service_10000008,565.427827122
client_10000049,service_10000002,667.631998247
client_10000049,service_10000013,782.912265652
client_10000049,service_10000009,790.00905825
client_10000049,service_10000014,903.231189336
client_10000049,service_10000003,1051.22720025
client_10000049,service_10000011,1079.20071447
client_10000049,service_10000010,1196.61936481
client_10000049,service_10000006,1199.23039816
client_10000049,service_10000004,1314.70362936
client_10000049,service_10000007,1918.45439078
client_10000049,service_10000005,1964.31219564
